91 1574949481 15937.000000 -1.000000 -101.000000 0.000000 0.000000
91 1574949482 15937.000000 -1.000000 -101.000000 0.000000 0.000000
91 1574949483 15937.000000 -1.000000 -101.000000 0.000000 0.000000
91 1574949484 15937.000000 -1.000000 -101.000000 0.000000 0.000000
91 1574949485 15937.000000 -1.000000 -101.000000 0.000000 0.000000
91 1574949486 26091.200000 -1.000000 -101.000000 0.000000 0.000000
91 1574949487 26091.200000 -1.000000 -101.000000 0.000000 0.000000
91 1574949488 26091.200000 -1.000000 -101.000000 0.000000 0.000000
91 1574949489 26091.200000 -1.000000 -101.000000 0.000000 0.000000
91 1574949490 26091.200000 -1.000000 -101.000000 0.000000 0.000000
91 1574949491 29617.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949492 29617.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949493 29617.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949494 29617.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949495 29617.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949496 28880.400000 -1.000000 -101.000000 0.000000 0.000000
91 1574949497 28880.400000 -1.000000 -101.000000 0.000000 0.000000
91 1574949498 28880.400000 -1.000000 -101.000000 0.000000 0.000000
91 1574949499 28880.400000 -1.000000 -101.000000 0.000000 0.000000
91 1574949500 28880.400000 -1.000000 -101.000000 0.000000 0.000000
91 1574949501 23040.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949502 23040.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949503 23040.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949504 23040.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949505 23040.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949506 29365.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949507 29365.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949508 29365.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949509 29365.600000 -1.000000 -101.000000 0.000000 0.000000
91 1574949510 29365.600000 -1.000000 -101.000000 0.000000 0.000000
